record_id,record_date,record_title,topic,catalog_url,pdf_url,page_range,first_page,last_page,page_count,page_url,page_role,page_role_label,review_priority,first_page_signal,suggested_action
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","29","29","29","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=29","released_or_context_text","Released/context text","2","......","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","30-31","30","31","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=30","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","32","32","32","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=32","released_document_text","Released document text","1","I","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","33-34","33","34","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=33","released_or_context_text","Released/context text","2","•","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","35","35","35","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=35","released_document_text","Released document text","1","' --","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","36","36","36","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=36","released_or_context_text","Released/context text","2","The Scientific Facts: b1s-s ""1Jt\N( Vl'(V\ ~ ~ ~h ~l ll'lf.bi1. _","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","37","37","37","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=37","released_document_text","Released document text","1","p_ 1","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","38","38","38","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=38","released_or_context_text","Released/context text","2","2-19-1995 0:25AM FROM","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","39","39","39","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=39","released_document_text","Released document text","1","THE WHITE HOUSE","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","40-41","40","41","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=40","released_or_context_text","Released/context text","2","The Scientific Facts:","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","42-43","42","43","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=42","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","44","44","44","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=44","released_document_text","Released document text","1","Bernard, Kenneth W. (HEALTH)","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","45","45","45","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=45","released_or_context_text","Released/context text","2","NDF DID NOT ADDRESS THE ISSUE OF THE HEALTH RISKS","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","46","46","46","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=46","released_document_text","Released document text","1","Keenan,Josefine(Chris) (HEALTH)","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","47-49","47","49","3","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=47","released_or_context_text","Released/context text","2","2. (U) AT THE REQUEST OF DEMOCRATIC PARTY (DP) MP","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","50","50","50","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=50","released_document_text","Released document text","1",".. ~ : :::~::::·;~,ENT HJ\S SEEN","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","51-52","51","52","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=51","released_or_context_text","Released/context text","2","' ' I._ ·","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","53","53","53","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=53","released_document_text","Released document text","1","... 3447","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","54-55","54","55","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=54","released_or_context_text","Released/context text","2","The Scientific Pacts","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","56-59","56","59","4","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=56","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","60","60","60","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=60","released_document_text","Released document text","1","S/S 200006886","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","61-62","61","62","2","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=61","released_or_context_text","Released/context text","2","BL 1/USA/P/H4/04-04","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","63","63","63","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=63","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","64-66","64","66","3","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=64","released_document_text","Released document text","1","""'6Q~iIBENTIAL RECORD ID: 0002373","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","67-69","67","69","3","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=67","released_or_context_text","Released/context text","2","<30V~RNMENT, ASSERTING THAT THE PRICE OF HIV/AIDS DRUGS","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-029","2000-05-01","Mbeki AIDS controversy packet, part 1","South Africa Transition and Bilateral Relations","https://clinton.presidentiallibraries.us/items/show/64750","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf","70","70","70","1","https://clinton.presidentiallibraries.us/files/original/21a9567fcf0c1490aa2ebcf893468b16.pdf#page=70","withdrawal_marker","Withdrawal marker","3","Withdrawal/Redaction Marker","Record marker page and exemption context; pair with nearby withdrawal sheet or released surrounding pages."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","1","1","1","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=1","released_document_text","Released document text","1","*ZvU v","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","2-3","2","3","2","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=2","released_or_context_text","Released/context text","2","9. 20'00 16.16/ST 16.15/NO. 3700000434 F 3","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","4","4","4","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=4","released_document_text","Released document text","1","DECLASSIFIED IN PART","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","5","5","5","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=5","released_or_context_text","Released/context text","2","*•","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","6-16","6","16","11","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=6","released_document_text","Released document text","1","V","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","17","17","17","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=17","released_or_context_text","Released/context text","2","Butt’s Firms EO 13526 1.4c","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","18-21","18","21","4","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=18","released_document_text","Released document text","1","TOP SECRET DECLASSIFIED IN PART","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","22-23","22","23","2","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=22","released_or_context_text","Released/context text","2","C .to","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","24-27","24","27","4","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=24","released_document_text","Released document text","1","V *-","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","28","28","28","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=28","released_or_context_text","Released/context text","2",", J","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","29-32","29","32","4","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=29","released_document_text","Released document text","1","5' 00 11 : 21/^531 :21/NO. 760626691 P 2","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","33","33","33","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=33","released_or_context_text","Released/context text","2","TV","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","34-35","34","35","2","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=34","released_document_text","Released document text","1","SECRET CLINTON LIBRARY PHOTOCOPY","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","36-40","36","40","5","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=36","released_or_context_text","Released/context text","2","16:15/ST. 16:14/NO. 3700UUUl«iz r -","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","41","41","41","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=41","released_document_text","Released document text","1","FROM DEPARTMENT OF STATE OPERATIONS CENTER (THU) 11. 9' 00 1 6 : 16/ST. 16 : 14/NO. 3700000142 F 8","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","42-46","42","46","5","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=42","released_or_context_text","Released/context text","2","16:16/ST. 16:14/NO. 3700000142 P 9","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","47-53","47","53","7","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=47","released_document_text","Released document text","1","J","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","54-55","54","55","2","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=54","released_or_context_text","Released/context text","2","FROM DEPARTMENT OF STATE 4B (WED) 10. 18’ 00 17:42/ST. 17:42/NO. 3760626352 F 5","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","56-67","56","67","12","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=56","released_document_text","Released document text","1","FROM CMN SITE 3A","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","68","68","68","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=68","released_or_context_text","Released/context text","2","^SEERET-NOrORN","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","69-72","69","72","4","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=69","released_document_text","Released document text","1","SECRET NOFORN","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","73-74","73","74","2","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=73","released_or_context_text","Released/context text","2","F:\Cable\Data Source\Cables\CD036\APR99\M3789079.html Page 2 of 7","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","75","75","75","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=75","released_document_text","Released document text","1","F:\Cable\Data Source\Cables\CD036\APR99\M3789079.html Page 4 of 7","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","76-78","76","78","3","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=76","released_or_context_text","Released/context text","2","F:\Cable\Data Source\Cables\CD036\APR99\M3789079.html Page 5 of 7","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","79-83","79","83","5","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=79","released_document_text","Released document text","1","39926535.FIN Page 1 of 6","Read closely for possible document extraction; capture boundary, markings, page span, and selection rationale."
"clinton-v27-038","2000-10-01","MDR packet on Victor Butt/Bout arms trafficking and sub-Saharan Africa","Angola, Mozambique, and Southern African Security","https://clinton.presidentiallibraries.us/items/show/118505","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf","84","84","84","1","https://clinton.presidentiallibraries.us/files/original/1e4efdd7fac280c9490efa4b4fb0f9cd.pdf#page=84","released_or_context_text","Released/context text","2","39926535.FIN Page 6 of 6","Skim for document boundary, attachment, duplicate, or context; promote only if it carries decision-grade evidence."
